age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry
45,3,8,10,2,2,1,3,1,0,0,40,38
29,6,15,10,2,6,1,4,0,0,0,50,29
64,3,0,13,2,12,4,4,0,7688,0,40,38
40,3,11,11,2,0,5,4,1,0,323,35,25
51,3,15,9,2,9,1,3,0,0,0,50,38
46,3,7,10,4,2,0,4,1,0,0,40,38
49,3,11,5,4,4,4,2,1,0,0,40,38
20,3,11,9,2,9,0,4,0,0,0,40,38
19,3,11,10,5,3,3,4,1,0,0,40,38
27,5,11,13,4,12,1,4,1,0,0,40,38
22,3,12,9,6,13,4,4,1,0,1138,50,38
46,3,9,10,2,12,0,4,1,0,0,45,38
35,3,9,9,0,9,0,4,1,0,0,35,38
38,3,12,9,4,11,1,4,0,0,0,48,38
44,3,15,9,4,3,5,4,1,0,0,20,38
43,3,11,13,0,2,3,2,0,5013,0,35,38
44,3,15,13,4,6,5,4,1,0,0,40,38
44,3,11,10,0,7,1,4,0,0,0,25,28
73,3,11,13,4,0,0,4,1,0,0,40,38
28,3,11,13,0,14,4,4,1,0,0,50,38
25,3,7,9,4,5,0,4,1,0,0,50,38
39,3,11,14,2,3,0,4,1,0,0,40,38
38,3,12,10,2,3,0,4,1,0,0,35,38
45,3,7,13,4,11,4,4,0,0,0,45,21
35,3,9,13,4,2,3,4,1,0,0,50,38
37,3,12,6,4,0,1,4,0,0,0,40,38
54,3,0,9,4,9,0,4,0,0,0,45,38
49,4,15,9,2,0,4,4,0,0,0,17,38
36,3,11,9,4,11,0,4,1,0,0,40,38
66,3,8,10,4,13,0,4,0,0,0,36,38
36,3,11,10,0,11,0,4,1,0,0,40,38
26,3,11,10,0,6,0,1,1,0,0,99,38
44,3,15,11,6,2,5,2,1,0,0,32,38
45,3,11,9,4,14,0,4,1,0,0,40,38
69,3,9,6,2,7,0,4,0,0,0,40,38
20,3,11,4,4,13,1,4,1,0,0,52,38
25,3,11,5,2,6,0,4,1,0,0,35,38
22,3,7,9,2,5,1,4,1,0,0,8,38
82,1,9,8,0,13,4,4,1,0,0,40,38
37,3,15,7,2,4,2,4,1,99999,0,45,38
60,5,11,9,2,13,1,4,1,0,0,45,38
27,3,11,13,6,11,1,4,0,6418,0,40,38
23,3,3,13,4,11,4,4,1,0,0,20,38
52,3,1,10,4,0,0,4,0,0,0,40,38
19,3,11,9,4,0,5,4,0,0,0,25,38
53,3,11,10,4,5,1,4,0,0,0,20,38
22,3,1,10,4,7,3,4,1,0,0,40,38
24,3,11,12,2,5,0,4,0,0,0,2,3
30,3,11,14,6,11,3,4,0,0,0,40,38
31,3,0,10,4,3,3,4,1,0,0,38,38
48,1,8,13,0,0,2,4,0,0,0,40,1
37,3,5,10,2,7,0,1,0,0,0,35,38
37,3,11,13,0,6,5,4,0,0,0,40,38
46,3,15,13,3,9,2,4,1,0,0,60,38
27,6,11,14,4,7,1,4,0,0,0,40,38
47,5,5,11,2,2,3,4,1,3103,0,40,38
33,0,1,13,4,3,0,4,1,0,0,32,8
37,5,15,9,2,3,0,4,0,0,0,50,38
29,6,11,9,4,2,1,4,1,0,0,40,38
41,3,4,10,0,9,0,4,1,0,0,5,38
77,4,11,4,2,0,0,4,1,15024,0,40,20
20,3,14,9,6,0,0,4,0,0,0,25,38
31,3,1,13,2,11,3,2,1,0,0,37,10
43,3,11,9,2,10,1,4,0,0,0,16,38
33,1,10,10,2,6,1,4,1,0,0,40,38
39,3,1,9,4,13,0,4,1,0,0,50,38
46,4,15,9,4,0,2,4,0,0,1902,38,38
49,3,9,12,4,8,1,4,1,0,0,45,38
21,3,7,10,0,3,0,4,1,0,0,50,38
40,3,15,9,6,3,3,4,1,0,0,20,38
28,5,11,10,0,9,4,4,0,0,0,40,38
35,3,0,12,4,11,0,4,1,0,0,40,11
47,3,12,9,2,5,3,4,1,0,0,20,38
22,7,15,13,2,13,1,4,0,0,0,45,38
20,3,11,9,2,9,0,4,1,991,0,50,38
25,0,9,9,0,0,1,4,0,3464,0,20,38
35,3,11,9,0,0,0,4,0,99999,0,45,38
57,1,1,9,2,3,0,4,1,0,0,40,38
59,4,8,9,6,14,3,4,1,0,0,40,38
26,1,11,13,0,3,0,4,1,0,0,40,22
58,3,15,9,2,2,0,4,1,0,0,30,38
58,3,3,13,2,3,4,4,0,0,0,40,25
34,3,9,9,2,2,4,4,1,0,0,40,38
53,4,11,13,4,11,0,2,1,0,0,40,38
50,3,15,9,2,0,5,4,0,0,0,42,38
27,3,15,9,2,2,1,4,1,0,0,50,38
41,3,15,14,2,14,0,4,1,0,0,45,38
40,3,15,10,0,5,0,4,1,0,0,50,38
55,3,11,10,6,11,3,4,1,0,0,35,38
32,3,15,13,2,0,1,4,0,0,2415,99,38
20,1,15,9,4,3,0,4,0,0,0,40,38
28,3,7,10,6,2,3,2,1,0,0,40,38
51,5,7,13,4,11,0,4,1,0,0,50,38
37,3,9,13,2,3,1,4,1,0,0,40,38
50,6,5,14,2,2,3,4,0,0,0,25,38
17,3,15,10,4,5,1,2,0,0,0,40,38
40,3,11,9,2,6,1,2,1,3103,0,52,38
23,3,12,13,2,5,1,4,0,0,0,55,38
30,3,9,9,4,14,4,4,1,0,0,30,38
19,3,15,13,0,3,4,4,1,0,0,38,34
38,1,11,9,4,11,0,2,0,15024,0,40,38
41,3,7,6,4,5,3,4,1,0,0,40,38
28,3,8,12,5,11,0,4,1,0,0,40,38
28,3,9,9,4,11,0,4,1,0,0,50,38
37,0,9,14,2,5,1,4,1,0,0,35,38
32,3,15,9,4,3,0,4,1,0,0,40,38
43,4,15,10,4,10,1,2,1,0,0,60,38
19,3,11,13,4,7,0,4,1,0,0,35,38
32,3,11,11,2,9,0,4,1,0,0,80,38
24,3,0,13,4,14,3,4,0,0,0,42,38
39,3,14,6,2,7,0,4,1,0,0,40,38
21,7,15,9,2,2,3,4,0,0,0,40,38
28,3,11,10,0,3,3,4,1,0,0,45,38
46,3,12,7,2,3,2,4,0,0,0,25,38
33,5,15,13,2,7,0,4,1,0,0,20,38
40,3,9,10,2,2,1,4,1,0,0,22,38
48,3,4,5,5,2,1,4,0,0,0,40,38
19,3,9,14,0,11,4,4,1,0,0,40,38
19,3,8,13,4,7,0,4,1,0,0,40,38
20,6,12,10,4,14,1,4,0,0,0,25,38
28,6,9,9,2,9,1,2,1,0,0,40,38
49,3,15,7,2,7,1,4,1,0,0,40,38
20,3,11,9,4,0,0,4,1,0,0,40,38
56,3,11,9,4,0,0,4,1,0,0,60,38
54,3,7,15,0,3,1,4,1,0,0,50,38
18,3,14,11,0,0,1,4,0,0,0,40,38
20,3,15,10,4,5,3,4,1,0,0,55,38
24,3,9,13,4,0,0,4,0,0,0,40,38
35,4,9,14,2,0,3,4,1,0,0,24,38
49,3,11,8,2,0,3,4,0,0,0,40,38
45,3,9,6,2,0,5,4,1,0,0,40,38
38,3,9,10,4,6,0,4,1,0,0,54,38
26,3,9,10,4,3,3,4,1,0,0,40,38
26,3,11,10,4,11,0,4,1,0,0,30,38
18,3,11,6,0,9,1,4,1,0,0,40,38
72,3,8,9,2,7,0,4,1,15024,0,40,29
32,1,15,12,2,10,4,4,1,0,0,65,38
34,3,11,9,2,12,0,4,1,0,0,45,38
29,3,11,12,2,2,5,4,0,3325,0,44,38
36,5,7,10,4,7,3,0,1,0,0,40,38
42,4,15,13,2,7,1,4,0,0,0,50,38
38,3,9,9,4,5,0,4,0,0,0,40,38
58,3,0,13,2,12,0,4,1,2174,0,40,39
20,3,8,9,2,2,1,4,1,0,0,45,31
23,6,11,13,4,14,0,4,0,0,0,45,38
36,3,11,10,4,6,0,4,1,0,0,35,38
19,4,11,9,2,0,1,4,0,0,0,33,38
27,4,11,6,6,6,0,4,1,0,0,50,38
28,3,11,9,2,12,0,4,1,0,0,36,38
31,3,7,9,2,4,0,4,1,0,0,40,38
29,6,12,9,4,7,0,4,1,0,0,40,38
51,3,15,10,2,2,5,4,1,0,0,40,38
44,3,11,9,4,13,1,2,0,0,0,70,38
38,3,0,14,2,5,0,4,1,0,0,25,38
55,1,9,13,2,14,0,1,1,0,0,40,38
56,3,15,12,2,2,3,4,1,0,0,20,38
36,3,15,8,4,3,1,4,1,0,2051,40,38
54,3,15,13,0,11,3,4,0,0,0,40,38
40,3,11,10,2,12,3,2,0,0,0,40,38
65,3,15,5,4,9,4,4,0,3137,0,40,38
65,3,11,6,4,3,1,4,0,7298,0,40,38
24,7,11,9,2,7,1,4,0,0,0,60,38
32,3,0,7,2,0,0,4,0,0,0,40,38
26,3,9,6,2,7,0,4,1,0,0,60,38
21,3,15,16,2,3,4,4,0,0,0,40,38
24,3,2,9,4,0,0,4,1,0,0,20,38
39,3,11,9,2,3,0,2,1,0,0,35,38
36,3,11,12,4,7,1,4,1,0,0,40,38
31,3,6,4,4,5,5,4,0,0,0,40,38
20,3,12,10,4,11,0,4,1,0,0,40,38
49,3,11,12,4,7,3,4,1,0,0,40,38
34,7,7,13,4,4,4,4,1,0,0,40,38
33,3,9,9,4,13,1,4,1,0,0,60,23
30,3,9,10,4,2,1,4,1,0,0,24,38
48,3,9,10,2,9,4,4,1,0,0,26,38
34,3,5,10,2,0,0,4,1,4386,0,40,38
43,3,14,9,2,0,1,4,0,0,0,20,38
20,5,11,10,2,12,0,4,1,0,0,40,38
47,3,12,10,2,6,1,4,0,7688,0,55,38
28,7,15,9,2,14,1,4,0,0,0,40,38
50,3,11,9,4,11,1,4,1,3103,0,40,38
43,1,1,10,2,9,0,2,0,0,0,52,38
46,3,9,9,4,0,0,4,0,0,0,42,38
50,3,11,9,4,9,1,4,1,0,0,40,38
35,3,12,5,2,9,0,4,1,0,0,40,38
47,7,11,10,4,5,1,4,0,0,0,70,38
51,3,12,11,2,7,3,4,1,0,0,40,38
58,3,11,9,4,6,1,4,1,0,0,40,38
62,5,15,10,2,12,4,4,1,0,0,40,38
48,3,7,10,2,11,0,4,1,0,0,40,38
40,3,9,13,2,0,0,4,1,0,0,40,38
47,6,4,9,4,12,3,4,1,0,0,70,38
19,3,11,12,4,3,0,4,1,0,0,44,38
41,0,0,9,2,0,0,4,1,0,0,30,38
48,5,8,10,2,14,3,4,1,0,0,40,38
40,7,11,9,4,0,0,4,0,0,0,30,38
48,3,2,9,2,6,0,4,1,0,0,40,38
28,3,11,13,4,4,4,4,1,0,0,40,38
38,3,1,9,5,3,3,0,1,0,0,40,38
28,3,11,13,4,4,3,4,1,0,0,40,38
59,3,11,9,5,14,4,4,1,0,0,40,38
40,3,11,9,0,0,1,4,1,0,0,40,38
37,7,15,9,4,11,0,2,1,0,0,40,38
24,3,0,4,5,5,0,4,1,0,0,18,38
60,3,11,13,0,11,1,4,1,0,0,40,38
51,3,9,9,4,11,5,4,1,0,0,38,38
46,3,11,9,0,13,3,4,1,0,0,40,38
21,3,15,13,4,11,1,4,1,0,1980,10,38
43,3,15,15,0,3,3,4,0,0,0,40,38
55,3,0,5,0,9,0,4,1,0,0,60,38
30,3,11,10,2,9,0,4,0,0,0,40,38
47,3,11,9,6,2,0,4,0,0,0,50,38
22,3,14,9,4,11,3,4,1,0,0,35,38
53,3,11,13,2,0,4,4,1,0,2051,30,38
43,7,12,13,2,3,0,4,0,0,0,45,38
43,3,11,14,4,14,5,4,1,0,0,40,38
45,3,15,13,2,2,3,2,1,3942,0,72,38
18,5,9,10,2,2,3,2,1,0,0,25,38
46,1,15,5,4,8,1,4,1,0,0,40,38
43,3,11,7,2,6,3,2,1,0,0,40,38
55,3,11,10,2,13,0,4,0,0,0,40,38
48,5,5,10,0,3,4,4,0,0,0,50,38
22,5,9,11,2,14,3,4,0,0,0,40,38
44,5,7,13,0,2,3,4,0,0,0,48,38
55,3,9,9,2,7,0,4,1,0,0,28,38
34,7,11,9,4,10,1,4,1,0,2415,40,38
53,3,11,10,4,7,2,2,0,0,0,43,38
62,3,15,9,4,9,1,4,1,0,0,40,38
32,3,15,3,2,14,1,2,0,0,0,40,38
36,3,12,9,4,14,3,4,1,0,0,40,38
42,3,9,16,2,3,0,1,0,0,1902,40,38
48,3,11,9,2,10,0,4,0,0,0,25,38
55,4,15,10,4,0,0,4,1,0,0,42,38
21,3,11,10,4,0,3,4,0,0,0,50,38
28,3,15,9,2,8,0,4,0,0,0,40,38
60,3,11,9,4,14,3,4,0,0,0,28,38
41,7,8,9,1,9,3,4,0,15024,0,40,38
29,3,8,9,0,11,2,4,1,0,0,50,38
24,3,7,14,4,6,0,4,1,0,0,10,38
29,3,11,7,4,2,1,4,0,0,0,20,38
35,3,15,10,2,13,0,4,0,0,0,40,38
56,3,9,10,4,9,3,1,1,0,0,40,38
29,1,7,10,0,2,1,4,1,0,0,45,38
50,3,0,11,0,6,5,4,1,0,0,40,38
37,3,12,9,4,7,0,4,1,0,0,40,38
50,3,11,6,4,11,0,3,1,0,0,40,38
45,5,9,10,2,11,0,4,1,0,0,40,38
35,3,8,9,0,3,1,4,1,0,0,40,38
56,4,12,11,2,9,5,4,1,0,0,40,38
58,3,5,9,2,9,0,2,1,0,1590,54,5
29,3,9,13,4,2,0,4,1,0,0,40,38
42,7,6,9,4,13,0,4,1,2202,0,70,38
18,3,15,10,4,3,3,2,0,0,0,40,39
40,3,11,9,2,14,3,2,1,0,0,40,38
39,3,11,11,4,11,0,4,1,0,0,40,38
27,3,15,9,4,9,0,4,0,0,0,20,38
43,5,11,14,0,3,1,4,0,7298,0,40,38
61,3,11,14,4,5,1,4,1,0,0,40,21
24,0,8,9,0,0,1,4,1,0,0,40,38
36,3,15,15,4,12,0,4,1,0,0,40,38
54,1,11,9,4,3,4,4,1,0,0,40,38
40,3,15,9,4,9,1,4,0,0,0,40,38
30,3,0,10,5,11,1,4,1,0,2051,20,38
55,5,9,11,2,11,0,4,1,0,1485,23,38
32,3,11,15,4,11,0,4,1,0,0,20,38
32,5,9,9,5,2,4,4,1,0,0,60,38
79,1,11,16,2,11,3,4,0,0,0,40,38
51,7,11,9,2,6,1,4,1,0,0,45,38
35,3,15,10,2,3,0,4,0,0,0,40,38
49,1,9,14,4,3,1,4,1,0,0,45,32
45,3,7,9,4,2,3,4,1,0,0,40,38
74,3,9,7,4,11,0,4,1,0,0,40,38
28,3,9,3,2,9,0,4,0,0,0,40,38
23,3,15,13,2,2,0,4,0,0,0,30,38
31,1,12,10,4,14,3,4,0,0,0,40,12
41,3,15,13,2,5,0,4,0,0,0,50,38
34,3,1,14,2,3,0,4,1,0,0,40,38
41,3,15,9,0,2,1,4,1,0,0,35,38
26,3,9,12,0,9,0,4,1,0,0,25,38
36,3,8,7,4,9,3,4,1,0,0,40,38
30,3,11,6,4,6,1,4,1,15024,0,40,38
18,3,9,8,4,11,1,4,0,0,0,40,25
71,3,15,10,2,0,3,4,1,0,0,40,38
26,3,1,10,2,11,0,4,1,0,0,55,38
37,3,15,13,0,2,4,4,1,3103,1887,40,38
52,3,1,2,0,2,5,4,1,5178,0,60,38
48,7,9,10,4,2,1,4,1,0,0,15,38
23,3,15,9,4,3,1,2,1,0,2444,40,38
37,3,12,9,2,11,0,2,0,0,1485,45,38
39,3,15,11,2,9,3,4,1,0,0,40,38
55,3,6,9,4,3,3,4,1,0,0,40,38
60,1,9,9,5,11,1,2,0,0,0,10,38
35,1,9,9,6,9,0,4,1,0,0,40,38
49,6,7,13,2,14,3,4,1,0,0,40,38
52,3,12,13,2,12,1,1,1,0,0,30,38
53,3,11,10,0,3,0,4,1,7688,0,30,38
38,5,9,9,5,2,3,4,1,0,0,20,2
45,4,11,13,4,13,4,4,0,0,0,40,38
36,3,11,9,2,9,1,4,1,0,0,38,38
37,3,11,10,4,11,0,4,0,0,0,40,38
40,5,11,9,2,11,4,4,1,0,0,20,38
37,5,3,9,0,2,1,2,1,0,0,30,38
37,1,11,13,4,2,4,4,1,0,1848,40,38
58,6,11,7,2,0,4,4,1,0,0,53,38
54,3,12,10,4,2,0,4,1,0,0,50,38
31,5,11,9,2,0,0,4,1,0,0,40,38
52,5,11,11,2,11,1,4,0,0,0,24,38
44,1,11,9,4,6,0,4,0,0,0,40,38
22,3,2,13,2,11,0,4,1,2580,0,45,38
33,3,7,9,4,4,0,4,1,0,0,15,38
18,3,11,8,6,11,0,4,0,0,0,40,38
46,6,1,9,2,2,0,4,1,0,0,40,38
18,3,11,9,0,9,0,4,1,0,0,38,38
80,3,11,9,2,14,1,4,1,0,0,60,38
21,4,9,11,0,3,0,4,1,0,0,35,38
26,3,8,15,2,0,1,4,1,0,0,45,38
34,3,11,13,4,3,3,4,0,0,0,38,38
46,4,11,7,2,11,3,4,0,0,0,50,38
18,3,11,11,2,2,1,4,0,0,0,40,38
48,3,11,10,2,3,0,4,0,0,0,40,38
37,3,11,13,2,13,0,4,1,0,0,38,38
59,3,11,14,0,7,1,4,1,0,0,48,7
30,6,12,10,0,0,1,4,1,0,0,30,29
20,0,11,10,2,9,0,2,0,0,0,53,38
38,3,15,13,4,7,0,4,1,0,0,37,38
33,3,1,9,6,7,4,4,1,0,0,40,38
38,3,15,9,4,11,0,4,0,0,1887,40,38
24,3,11,10,2,0,1,4,1,0,0,30,38
20,3,11,10,4,11,1,4,1,0,0,50,25
39,3,9,9,0,0,0,4,1,0,0,25,38
20,3,9,14,0,2,4,2,1,0,0,40,38
39,1,11,9,0,11,0,4,1,0,0,15,38
50,3,9,10,4,3,1,4,1,0,0,30,38
45,3,15,9,2,7,3,4,0,0,1564,45,38
24,3,9,10,2,9,4,4,0,0,0,30,38
32,3,9,10,4,4,1,4,1,0,0,50,38
39,3,9,7,4,11,1,4,1,0,0,48,38
58,3,15,9,2,0,0,4,1,0,0,38,16
38,3,11,13,0,11,3,4,1,0,0,7,38
52,7,11,10,0,3,1,4,1,0,0,40,38
48,3,1,6,4,9,0,4,1,0,0,50,37
57,3,11,9,4,0,2,4,0,0,0,14,38
31,7,12,10,0,0,3,4,1,0,0,45,39
65,6,11,13,0,2,0,2,1,0,1741,48,38
28,0,6,10,2,11,0,4,1,0,0,50,39
21,1,15,14,0,0,4,4,0,0,0,38,1
40,3,12,13,2,2,1,2,1,0,0,40,38
28,7,15,10,0,2,0,4,1,15024,0,30,38
30,3,11,13,2,3,0,4,1,0,0,40,39
31,6,11,10,4,9,1,4,1,0,0,40,38
36,3,15,7,2,3,4,1,1,0,0,40,38
47,3,11,9,2,0,0,4,1,0,0,15,38
22,3,12,10,2,3,0,4,0,0,0,40,38
38,3,9,13,2,6,1,4,0,0,0,40,38
22,3,15,10,2,3,1,4,0,0,0,30,38
50,6,15,7,2,8,4,4,1,7688,0,35,38
29,3,9,9,2,3,0,4,1,0,0,40,38
35,3,15,10,5,3,0,1,1,0,0,40,38
30,6,9,9,2,0,1,4,0,0,0,40,38
19,3,4,12,2,11,0,4,1,0,0,40,38
45,6,7,10,2,7,4,4,0,0,0,40,38
32,3,9,9,2,3,0,4,1,0,0,55,38
51,1,9,6,2,3,2,4,1,0,0,24,38
44,3,15,9,2,2,0,2,1,99999,0,40,38
37,5,8,9,4,3,3,1,0,0,0,40,38
47,5,7,10,4,9,1,4,1,0,0,40,38
23,1,15,11,0,7,0,4,0,0,0,20,38
21,3,9,13,4,12,1,4,1,0,0,60,38
55,3,15,10,3,9,4,2,1,0,0,32,38
41,7,9,9,4,3,4,4,1,0,0,37,38
59,3,11,5,0,4,3,4,1,0,0,40,29
25,3,11,9,4,11,0,4,1,0,0,40,38
19,3,15,13,2,5,5,4,0,0,0,40,38
22,3,15,5,5,0,1,4,1,0,0,38,38
51,3,9,10,2,2,1,4,0,0,0,40,38
27,5,2,13,4,9,0,4,1,0,0,44,38
42,3,9,15,2,13,3,4,1,0,0,40,38
68,3,5,9,4,3,1,4,0,0,0,36,38
56,4,7,10,2,2,0,4,0,3103,0,50,38
22,1,11,13,4,9,3,4,1,0,1602,40,38
35,3,9,10,6,0,0,4,0,15024,0,16,38
41,7,11,13,2,7,0,4,0,0,0,25,38
28,3,9,14,4,9,1,4,1,0,0,50,38
33,3,11,10,4,3,0,4,1,4508,0,48,38
33,3,11,10,2,3,1,4,1,0,0,45,38
50,3,6,13,2,11,0,4,1,0,0,40,38
41,3,12,10,0,0,1,4,0,0,0,45,38
19,3,11,13,2,7,1,4,1,0,0,40,34
50,6,15,10,0,6,1,4,0,0,1887,40,38
35,3,11,13,4,9,0,4,1,0,0,65,38
23,0,15,10,4,0,0,2,1,0,0,40,39
55,5,11,13,0,7,0,4,1,0,0,38,38
56,6,11,10,2,2,1,4,1,0,0,40,38
25,3,7,11,2,6,3,4,1,0,0,40,38
57,3,15,9,4,3,0,4,1,0,0,12,38
22,3,2,9,0,12,0,4,0,0,0,30,38
23,3,11,10,5,10,0,4,1,0,0,40,38
31,3,11,13,2,11,4,2,1,0,0,40,38
29,3,15,13,4,6,0,4,0,0,0,45,38
78,3,9,9,2,11,1,4,1,0,0,40,38
51,3,10,9,2,13,1,4,0,0,0,40,38
48,1,15,9,4,9,4,4,1,0,1848,35,25
33,6,9,15,4,2,0,4,0,0,0,40,38
63,3,0,7,2,5,4,4,1,0,0,40,38
37,3,9,12,2,13,0,4,0,0,0,40,38
21,3,11,13,0,9,0,4,1,4064,0,55,38
20,3,9,6,2,9,4,4,0,0,0,24,38
63,3,11,12,6,0,4,4,0,0,0,40,25
39,1,8,9,5,2,0,4,1,0,0,40,38
25,3,15,9,0,9,1,4,0,0,0,40,38
46,3,11,10,4,3,4,4,0,1831,0,1,38
46,3,15,14,2,6,0,4,0,0,0,40,38
46,3,9,9,2,7,0,4,1,0,0,55,38
35,3,11,11,4,11,1,4,1,0,0,40,29
43,6,11,14,0,3,1,4,1,8614,0,15,38
35,3,11,10,4,7,3,4,1,0,0,40,38
27,7,14,13,1,2,0,4,1,0,0,40,38
38,3,14,10,4,0,0,4,1,0,0,72,38
29,3,12,14,4,11,3,4,1,0,2415,40,38
50,0,12,7,4,6,0,4,1,0,0,20,38
28,5,9,9,2,3,0,4,1,0,0,40,38
42,3,11,14,2,7,4,4,1,0,0,40,38
35,3,12,14,4,0,5,4,1,0,0,40,38
19,3,7,10,4,3,0,4,1,0,0,40,38
25,0,15,9,4,4,1,4,1,0,0,10,38
47,3,11,14,0,2,0,4,1,0,0,40,38
33,3,9,9,2,13,4,4,1,0,0,42,38
69,3,2,10,4,10,3,4,1,0,0,40,38
41,3,11,10,4,11,3,4,0,5013,0,40,38
60,1,11,14,0,0,4,4,0,0,0,50,38
58,3,15,9,2,14,1,4,1,0,0,40,38
20,3,11,10,0,10,3,4,1,27828,0,48,38
38,3,11,10,0,7,1,4,0,0,0,40,38
38,3,9,13,6,2,2,4,0,0,0,20,38
46,5,9,15,2,0,0,4,0,0,0,10,38
20,3,15,6,3,9,1,4,1,0,0,34,38
17,5,14,13,2,11,0,4,1,0,0,40,38
21,1,7,14,2,7,3,4,1,0,0,50,1
28,3,11,9,0,7,0,4,1,0,0,20,38
50,3,15,9,2,7,0,4,1,0,0,50,38
42,3,11,15,2,9,1,2,1,0,1887,40,38
17,3,12,13,2,9,0,4,0,0,0,40,38
50,3,11,13,2,6,3,0,0,0,0,30,25
23,3,7,10,4,10,2,4,1,0,0,72,38
29,3,9,7,2,11,4,4,1,0,0,20,38
52,3,15,14,2,2,0,4,1,4650,0,40,38
38,3,15,10,2,7,3,4,1,0,0,40,38
22,3,15,9,2,4,1,4,1,0,0,45,38
59,3,9,13,6,11,0,4,1,0,0,40,38
24,3,11,13,2,2,0,2,1,0,0,40,40
58,3,1,9,4,5,1,4,1,0,1628,41,38
50,3,9,4,4,0,1,4,0,0,0,8,38
43,3,12,9,2,2,2,4,1,0,0,50,38
57,3,3,9,4,12,4,4,0,0,0,40,38
54,3,11,9,0,11,3,1,0,0,0,20,38
56,6,1,10,4,11,5,4,1,0,0,50,38
27,3,15,6,3,3,3,4,1,0,0,50,38
19,3,9,10,4,13,0,4,1,0,0,55,38
25,3,15,10,2,4,1,4,1,0,1876,50,38
52,6,12,10,4,0,1,4,1,0,0,32,38
20,3,15,9,6,7,5,4,1,0,0,40,38
40,3,15,14,4,13,4,4,0,0,0,48,39
40,3,15,9,2,7,0,4,0,0,0,36,38
19,3,5,9,4,3,0,4,0,0,0,35,38
71,7,11,9,6,11,1,4,1,0,0,35,38
49,3,15,9,0,13,1,4,0,0,0,40,38
20,3,15,9,4,7,5,4,1,0,0,40,38
33,3,11,13,2,2,0,4,1,0,0,40,38
52,3,9,6,2,3,2,4,1,0,0,60,38
53,3,11,13,4,3,4,4,0,0,0,40,38
37,3,15,9,2,11,5,4,1,0,0,40,38
63,3,15,4,6,13,2,4,0,0,0,40,38
24,3,15,9,0,13,1,2,1,0,0,40,38
49,3,11,9,4,10,3,4,0,0,0,60,38
31,3,9,10,0,0,1,1,1,0,0,40,38
29,3,1,9,5,2,0,4,1,0,0,40,38
45,5,11,13,0,2,1,4,1,0,0,20,38
30,6,15,9,0,14,4,4,1,0,0,45,38
42,6,11,9,4,2,0,4,1,0,0,40,38
35,1,1,9,2,3,1,4,0,15024,0,40,38
50,3,15,9,2,9,4,4,0,0,0,52,38
70,3,15,9,2,0,0,2,1,0,1740,40,18
46,3,6,12,2,11,0,4,0,0,0,40,38
49,6,9,9,2,3,2,4,0,0,0,40,38
30,3,11,10,4,11,1,4,0,0,0,20,38
17,6,11,14,2,3,1,4,1,0,0,20,38
63,3,11,9,2,2,4,4,1,0,0,40,10
36,3,7,11,0,9,4,0,1,0,0,12,38
29,3,11,12,4,9,1,4,1,0,0,45,38
33,5,8,7,2,12,0,4,1,0,0,40,38
20,1,9,9,4,9,0,4,1,0,0,30,38
34,1,1,9,0,0,2,4,0,0,0,60,38
20,3,9,13,2,3,0,4,1,5013,0,40,38
37,3,9,9,2,3,0,4,1,0,0,46,38
60,0,11,14,0,6,3,4,1,0,0,50,38
24,3,11,5,2,9,1,4,1,0,0,35,38
43,3,9,10,4,6,0,4,1,0,0,50,38
31,3,11,9,4,4,1,4,1,0,0,40,38
33,3,11,10,4,9,0,4,0,0,0,40,38
22,6,12,15,5,2,1,4,1,0,0,28,39
47,3,11,10,4,10,0,4,0,0,0,40,38
53,3,14,10,0,0,0,4,0,0,1887,45,38
62,3,11,13,4,0,1,4,1,0,0,60,38
59,3,7,9,2,3,1,2,0,0,0,18,38
47,3,11,13,2,7,0,4,1,0,0,12,38
35,0,15,9,4,0,4,4,0,0,0,40,38
56,3,2,9,0,13,0,4,1,0,0,40,38
27,3,1,9,0,3,1,4,0,0,0,40,38
26,3,11,13,0,0,5,4,1,0,0,42,38
29,3,9,9,2,11,4,4,0,0,0,35,38
41,7,15,13,2,0,0,4,1,0,0,25,6
61,3,5,11,2,14,0,2,1,0,0,20,38
58,3,11,1,2,3,1,4,1,0,0,40,38
22,4,11,9,2,10,0,4,0,0,0,40,38
25,1,6,10,2,3,3,4,1,0,0,40,38
28,1,0,7,5,0,0,4,1,10520,0,60,38
37,3,15,14,2,9,1,4,1,0,0,75,38
72,3,15,11,2,13,2,4,0,0,0,40,38
65,3,9,5,6,0,1,4,0,0,0,8,38
39,3,12,11,4,9,3,4,0,0,0,40,38
22,3,9,7,2,11,1,1,1,0,0,40,38
18,3,9,13,2,0,1,4,1,0,0,26,25
30,3,15,13,2,5,0,4,1,0,0,40,31
20,6,15,6,2,13,1,4,1,0,0,32,38
37,3,11,12,2,11,4,4,0,0,0,40,38
30,3,12,10,4,2,0,4,1,0,0,40,38
24,5,6,11,4,2,3,4,1,3411,0,60,38
25,3,15,13,4,2,2,4,1,0,0,50,38
23,7,9,2,2,14,0,2,1,0,0,60,38
22,5,11,9,4,0,3,4,1,0,0,30,38
49,3,11,12,2,2,0,4,0,0,0,40,38
27,6,7,10,3,2,1,4,1,2329,0,40,38
51,3,8,11,0,13,0,4,0,0,0,40,38
